./testme 
2 
argumentSet = 2
Iteration 1: c = t, s = }re] , state = 0
Iteration 57366: c = t, s = {]}]), state = 9
Iteration 57367: c = ), s =  )a)), state = 9
Iteration 57368: c = a, s =  r}a(, state = 9
Iteration 57369: c = s, s = rss]{, state = 9
Iteration 57370: c = ), s = {a ]), state = 9
Iteration 57371: c = s, s = et)x), state = 9
Iteration 57372: c =  , s = tttx], state = 9
Iteration 57373: c = }, s = tsaxx, state = 9
Iteration 57374: c = }, s = x }}t, state = 9
Iteration 57375: c = ], s = {((}s, state = 9
Iteration 57376: c = r, s = aee[a, state = 9
Iteration 57377: c = a, s = x}xas, state = 9
Iteration 57378: c = (, s = [t(a), state = 9
Iteration 57379: c = }, s = t(ex), state = 9
Iteration 57380: c = s, s = {etax, state = 9
Iteration 57381: c = t, s = {stt(, state = 9
Iteration 57382: c =  , s = x}res, state = 9
Iteration 57383: c = e, s = [ss{a, state = 9
Iteration 57384: c = x, s = e}r)[, state = 9
Iteration 57385: c =  , s = x {}r, state = 9
Iteration 57386: c = r, s = ]s])t, state = 9
Iteration 57387: c = r, s = ta{r , state = 9
Iteration 57388: c = {, s = }a{a}, state = 9
Iteration 57389: c = r, s = t {][, state = 9
Iteration 57390: c = {, s = [))x , state = 9
Iteration 57391: c =  , s = (s r), state = 9
Iteration 57392: c = {, s = x}]e{, state = 9
Iteration 57393: c = t, s = texaa, state = 9
Iteration 57394: c = [, s = [  {[, state = 9
Iteration 57395: c = x, s = }{[(), state = 9
Iteration 57396: c =  , s = }r e), state = 9
Iteration 57397: c = e, s = ({xet, state = 9
Iteration 57398: c = e, s = s[) a, state = 9
Iteration 57399: c = [, s =  ax]], state = 9
Iteration 57400: c = x, s =  {]x , state = 9
Iteration 57401: c = a, s = er{[], state = 9
Iteration 57402: c = e, s = te(ar, state = 9
Iteration 57403: c = {, s =  r{s(, state = 9
Iteration 57404: c = r, s = sa{a(, state = 9
Iteration 57405: c = s, s = s}{]s, state = 9
Iteration 57406: c = x, s = {] a], state = 9
Iteration 57407: c = (, s =  rsa , state = 9
Iteration 57408: c = r, s = }}xs}, state = 9
Iteration 57409: c = }, s = r)ts[, state = 9
Iteration 57410: c = {, s = ssr[r, state = 9
Iteration 57411: c = ), s = )s [a, state = 9
Iteration 57412: c = [, s = (]e((, state = 9
Iteration 57413: c = {, s = e]]{], state = 9
Iteration 57414: c = a, s = easra, state = 9
Iteration 57415: c = s, s = s rrx, state = 9
Iteration 57416: c = ), s = a{xr{, state = 9
Iteration 57417: c = e, s = rx)]}, state = 9
Iteration 57418: c = ], s = e x]), state = 9
Iteration 57419: c = [, s = taae{, state = 9
Iteration 57420: c = s, s = e{(]t, state = 9
Iteration 57421: c = ], s =   eet, state = 9
Iteration 57422: c = t, s = rea }, state = 9
Iteration 57423: c = t, s = tx{a{, state = 9
Iteration 57424: c = s, s = )({[[, state = 9
Iteration 57425: c = }, s = strt], state = 9
Iteration 57426: c = ], s = ]ss)], state = 9
Iteration 57427: c = t, s = )xr[e, state = 9
Iteration 57428: c = {, s = {re} , state = 9
Iteration 57429: c = t, s = xe re, state = 9
Iteration 57430: c = x, s =  sxte, state = 9
Iteration 57431: c = [, s = r)[r{, state = 9
Iteration 57432: c = e, s = ]s{a[, state = 9
Iteration 57433: c = [, s = r{s]r, state = 9
Iteration 57434: c =  , s = ) {tt, state = 9
Iteration 57435: c = {, s = xa[t , state = 9
Iteration 57436: c = e, s = (()(e, state = 9
Iteration 57437: c = s, s = [xsxt, state = 9
Iteration 57438: c = s, s = )] xx, state = 9
Iteration 57439: c = (, s = sta[(, state = 9
Iteration 57440: c = x, s = {]e{), state = 9
Iteration 57441: c = [, s = {eas[, state = 9
Iteration 57442: c = (, s = r[)rx, state = 9
Iteration 57443: c = }, s = rt t), state = 9
Iteration 57444: c = ], s = [xr}x, state = 9
Iteration 57445: c = e, s = te)rt, state = 9
Iteration 57446: c = (, s = s s{(, state = 9
Iteration 57447: c = [, s = at([], state = 9
Iteration 57448: c = }, s = ])]s}, state = 9
Iteration 57449: c = {, s = ]rr}a, state = 9
Iteration 57450: c =  , s = } [[(, state = 9
Iteration 57451: c = {, s = {[x{a, state = 9
Iteration 57452: c = r, s = xee}e, state = 9
Iteration 57453: c = ], s = (x{rx, state = 9
Iteration 57454: c = ], s = [{}rr, state = 9
Iteration 57455: c = s, s = [{ {{, state = 9
Iteration 57456: c = x, s = a})ts, state = 9
Iteration 57457: c = [, s = e s)s, state = 9
Iteration 57458: c = e, s = at }s, state = 9
Iteration 57459: c = e, s = a[[ee, state = 9
Iteration 57460: c = r, s = et[  , state = 9
Iteration 57461: c = a, s = ]esar, state = 9
Iteration 57462: c = s, s = a](a{, state = 9
Iteration 57463: c = (, s = {)[){, state = 9
Iteration 57464: c = [, s = a}(}}, state = 9
Iteration 57465: c = [, s = { (a], state = 9
Iteration 57466: c = a, s = r  rr, state = 9
Iteration 57467: c = t, s = ) re), state = 9
Iteration 57468: c = (, s = sse[x, state = 9
Iteration 57469: c = t, s = (t}ax, state = 9
Iteration 57470: c = (, s = ae}) , state = 9
Iteration 57471: c = {, s = [t)a], state = 9
Iteration 57472: c = a, s =  {){t, state = 9
Iteration 57473: c =  , s =  ta[[, state = 9
Iteration 57474: c = s, s = t e)), state = 9
Iteration 57475: c = x, s = ][a{), state = 9
Iteration 57476: c = ), s = ar)s[, state = 9
Iteration 57477: c = a, s = a})[], state = 9
Iteration 57478: c = ], s = }sees, state = 9
Iteration 57479: c = t, s = ]t{]), state = 9
Iteration 57480: c = s, s = {a[}}, state = 9
Iteration 57481: c = r, s = {txs[, state = 9
Iteration 57482: c = }, s =  }ttr, state = 9
Iteration 57483: c = ), s = r{)}t, state = 9
Iteration 57484: c = x, s = )r}r}, state = 9
Iteration 57485: c = [, s = r])r , state = 9
Iteration 57486: c = {, s = )}{[}, state = 9
Iteration 57487: c = a, s = }rt)e, state = 9
Iteration 57488: c = ], s =  )ee{, state = 9
Iteration 57489: c = s, s = aeee], state = 9
Iteration 57490: c =  , s = [xt) , state = 9
Iteration 57491: c = {, s = rse[[, state = 9
Iteration 57492: c = a, s = }]{]{, state = 9
Iteration 57493: c = [, s =  )r a, state = 9
Iteration 57494: c = s, s = (eesr, state = 9
Iteration 57495: c = ], s = ar[ x, state = 9
Iteration 57496: c = x, s = )a x}, state = 9
Iteration 57497: c = x, s = s{[[e, state = 9
Iteration 57498: c = {, s = [[rs , state = 9
Iteration 57499: c = {, s = e)tr), state = 9
Iteration 57500: c = r, s = as)} , state = 9
Iteration 57501: c = {, s = ts}ax, state = 9
Iteration 57502: c = (, s = e  e , state = 9
Iteration 57503: c = {, s = {} sa, state = 9
Iteration 57504: c = ], s =   aa[, state = 9
Iteration 57505: c = t, s = [}ee[, state = 9
Iteration 57506: c =  , s = (((r), state = 9
Iteration 57507: c = ], s = eas a, state = 9
Iteration 57508: c =  , s = x]re], state = 9
Iteration 57509: c = (, s = ]s}t , state = 9
Iteration 57510: c = ], s = sx{sa, state = 9
Iteration 57511: c = a, s = (xxa(, state = 9
Iteration 57512: c = (, s = tt]ta, state = 9
Iteration 57513: c = t, s = {r)(r, state = 9
Iteration 57514: c = {, s = {a e , state = 9
Iteration 57515: c = }, s = }a[]a, state = 9
Iteration 57516: c = x, s = ()e][, state = 9
Iteration 57517: c = t, s = rt[a[, state = 9
Iteration 57518: c = }, s = x{{( , state = 9
Iteration 57519: c = [, s = })}rx, state = 9
Iteration 57520: c = t, s = a[ }e, state = 9
Iteration 57521: c = r, s = ss s}, state = 9
Iteration 57522: c =  , s = taats, state = 9
Iteration 57523: c = a, s = x }r), state = 9
Iteration 57524: c = t, s = t{]xs, state = 9
Iteration 57525: c = [, s = aa{)e, state = 9
Iteration 57526: c = t, s = xse]r, state = 9
Iteration 57527: c = x, s = []tar, state = 9
Iteration 57528: c = e, s = ] {at, state = 9
Iteration 57529: c = r, s = xss[}, state = 9
Iteration 57530: c = s, s =  eax), state = 9
Iteration 57531: c = a, s = xt{ae, state = 9
Iteration 57532: c = [, s = ee]s{, state = 9
Iteration 57533: c = a, s = ]trex, state = 9
Iteration 57534: c = ], s = rerrs, state = 9
Iteration 57535: c = a, s = e(( }, state = 9
Iteration 57536: c = ], s = )[esx, state = 9
Iteration 57537: c = ), s = saa]{, state = 9
Iteration 57538: c = ], s = (e]er, state = 9
Iteration 57539: c = [, s = ])[}}, state = 9
Iteration 57540: c = s, s = ex(s], state = 9
Iteration 57541: c = r, s = rxe]x, state = 9
Iteration 57542: c = {, s = {a]](, state = 9
Iteration 57543: c = e, s = a r({, state = 9
Iteration 57544: c = x, s =  e{  , state = 9
Iteration 57545: c = ], s =  {[}(, state = 9
Iteration 57546: c = e, s =  t{[), state = 9
Iteration 57547: c = ], s = as(t], state = 9
Iteration 57548: c = {, s = st)){, state = 9
Iteration 57549: c = t, s = (]s [, state = 9
Iteration 57550: c = a, s = [}}[t, state = 9
Iteration 57551: c = r, s = s{]{a, state = 9
Iteration 57552: c = a, s = tea[s, state = 9
Iteration 57553: c = [, s = xr(( , state = 9
Iteration 57554: c = a, s = [)(te, state = 9
Iteration 57555: c = (, s =  [)r[, state = 9
Iteration 57556: c = ), s = ][s x, state = 9
Iteration 57557: c = x, s = ea{(x, state = 9
Iteration 57558: c = (, s = (tt [, state = 9
Iteration 57559: c = x, s = ) t]a, state = 9
Iteration 57560: c = s, s = s)s}x, state = 9
Iteration 57561: c = (, s = {[ [}, state = 9
Iteration 57562: c = ], s = x [ea, state = 9
Iteration 57563: c = ), s = []]ts, state = 9
Iteration 57564: c = ], s = })[xa, state = 9
Iteration 57565: c = a, s = }{[ae, state = 9
Iteration 57566: c = }, s = xt]s[, state = 9
Iteration 57567: c =  , s = })}]a, state = 9
Iteration 57568: c = [, s = aaet}, state = 9
Iteration 57569: c = ], s = etae), state = 9
Iteration 57570: c = e, s = a[ta}, state = 9
Iteration 57571: c = t, s = t(s]t, state = 9
Iteration 57572: c = [, s = s)e)x, state = 9
Iteration 57573: c =  , s = rre]s, state = 9
Iteration 57574: c =  , s = xearr, state = 9
Iteration 57575: c = [, s = }[[)x, state = 9
Iteration 57576: c = ), s = }a])(, state = 9
Iteration 57577: c = r, s = r{ }s, state = 9
Iteration 57578: c = ], s = er))a, state = 9
Iteration 57579: c = ), s = trax), state = 9
Iteration 57580: c = [, s = }[ }r, state = 9
Iteration 57581: c = e, s = {  tt, state = 9
Iteration 57582: c = x, s = ]]r({, state = 9
Iteration 57583: c = ), s = r(xxe, state = 9
Iteration 57584: c = r, s = tr)  , state = 9
Iteration 57585: c = (, s = }r rx, state = 9
Iteration 57586: c = (, s = ]rasr, state = 9
Iteration 57587: c = x, s =  }(t), state = 9
Iteration 57588: c = x, s = ]}}{s, state = 9
Iteration 57589: c =  , s = ss()(, state = 9
Iteration 57590: c = a, s = er {), state = 9
Iteration 57591: c = ], s = a{ae(, state = 9
Iteration 57592: c = [, s =  }ra], state = 9
Iteration 57593: c =  , s = s sa}, state = 9
Iteration 57594: c = e, s = r}]t , state = 9
Iteration 57595: c = s, s =  {e}x, state = 9
Iteration 57596: c = a, s =  s)]], state = 9
Iteration 57597: c = e, s = es }a, state = 9
Iteration 57598: c = s, s = t{{t], state = 9
Iteration 57599: c = e, s = rax}x, state = 9
Iteration 57600: c = ], s = )rsaa, state = 9
Iteration 57601: c = x, s = ]e ax, state = 9
Iteration 57602: c = [, s = (a(x[, state = 9
Iteration 57603: c = ), s =  (e)[, state = 9
Iteration 57604: c = ), s = at(tx, state = 9
Iteration 57605: c = }, s = rtar , state = 9
Iteration 57606: c = s, s = ((]}x, state = 9
Iteration 57607: c = {, s = r)}e(, state = 9
Iteration 57608: c = ], s = aar (, state = 9
Iteration 57609: c = t, s = s)st}, state = 9
Iteration 57610: c =  , s = x xet, state = 9
Iteration 57611: c = e, s = ] [ s, state = 9
Iteration 57612: c = }, s = )){[a, state = 9
Iteration 57613: c = x, s = rss)(, state = 9
Iteration 57614: c = t, s = }t)as, state = 9
Iteration 57615: c = {, s = e})a , state = 9
Iteration 57616: c = r, s =  [tax, state = 9
Iteration 57617: c = t, s = tt) (, state = 9
Iteration 57618: c = [, s = ]ts]), state = 9
Iteration 57619: c = [, s = ]{tar, state = 9
Iteration 57620: c = [, s = }]}(t, state = 9
Iteration 57621: c = s, s = eass], state = 9
Iteration 57622: c = x, s = tra}(, state = 9
Iteration 57623: c = ), s = rs))), state = 9
Iteration 57624: c = (, s = r{ r], state = 9
Iteration 57625: c = t, s = s r}a, state = 9
Iteration 57626: c = ], s = a {a , state = 9
Iteration 57627: c = t, s = s ras, state = 9
Iteration 57628: c = e, s = s)sxa, state = 9
Iteration 57629: c = x, s = ][rts, state = 9
Iteration 57630: c = a, s = [r)ea, state = 9
Iteration 57631: c = (, s = )e}r , state = 9
Iteration 57632: c = t, s = r({)x, state = 9
Iteration 57633: c = {, s = }atar, state = 9
Iteration 57634: c =  , s = rx )}, state = 9
Iteration 57635: c = a, s = s]{]), state = 9
Iteration 57636: c = ), s = saaa{, state = 9
Iteration 57637: c = ], s =  [s)), state = 9
Iteration 57638: c = a, s = t es), state = 9
Iteration 57639: c = ], s =  }{}{, state = 9
Iteration 57640: c = e, s = t }{s, state = 9
Iteration 57641: c = {, s = rs}{{, state = 9
Iteration 57642: c = s, s = t]ssa, state = 9
Iteration 57643: c = ], s = {x[( , state = 9
Iteration 57644: c = r, s = r]ata, state = 9
Iteration 57645: c = ), s = r eax, state = 9
Iteration 57646: c = e, s = r ]a}, state = 9
Iteration 57647: c = t, s = {xr  , state = 9
Iteration 57648: c =  , s = s)]s], state = 9
Iteration 57649: c = (, s = rxr(}, state = 9
Iteration 57650: c = [, s = ]{axr, state = 9
Iteration 57651: c = s, s = ax{tr, state = 9
Iteration 57652: c = ], s = [([ea, state = 9
Iteration 57653: c = }, s = {a[ea, state = 9
Iteration 57654: c = r, s = [[ t(, state = 9
Iteration 57655: c = r, s = tr[x , state = 9
Iteration 57656: c = s, s = a) ]], state = 9
Iteration 57657: c = {, s =  r x], state = 9
Iteration 57658: c = ), s = [t[(s, state = 9
Iteration 57659: c = a, s = ttaas, state = 9
Iteration 57660: c = }, s = [t{{x, state = 9
Iteration 57661: c = ], s = (sa}}, state = 9
Iteration 57662: c = [, s = ]ss[x, state = 9
Iteration 57663: c = ], s = r})rr, state = 9
Iteration 57664: c = x, s = [e}x(, state = 9
Iteration 57665: c = a, s = [ }ax, state = 9
Iteration 57666: c = [, s = t]saa, state = 9
Iteration 57667: c = }, s = }(a}{, state = 9
Iteration 57668: c = s, s = ([aee, state = 9
Iteration 57669: c = [, s = {ter}, state = 9
Iteration 57670: c = [, s = {} ][, state = 9
Iteration 57671: c = s, s = e(]]), state = 9
Iteration 57672: c = t, s =  [(r}, state = 9
Iteration 57673: c =  , s = ]rx(}, state = 9
Iteration 57674: c = {, s = {ra(), state = 9
Iteration 57675: c = t, s = {s])r, state = 9
Iteration 57676: c = ], s = x}r(a, state = 9
Iteration 57677: c = a, s = {)} }, state = 9
Iteration 57678: c = [, s = ](r({, state = 9
Iteration 57679: c =  , s = x}(re, state = 9
Iteration 57680: c = e, s = s(e}], state = 9
Iteration 57681: c = ], s = ( at}, state = 9
Iteration 57682: c = ], s = x]att, state = 9
Iteration 57683: c = e, s = t)see, state = 9
Iteration 57684: c =  , s = { rx(, state = 9
Iteration 57685: c = }, s = atrax, state = 9
Iteration 57686: c = x, s = t]e ], state = 9
Iteration 57687: c =  , s = [[sxt, state = 9
Iteration 57688: c = t, s = a[rx[, state = 9
Iteration 57689: c = ], s = ]as}t, state = 9
Iteration 57690: c = [, s = { (s), state = 9
Iteration 57691: c = r, s = xra{(, state = 9
Iteration 57692: c = (, s = x{{}r, state = 9
Iteration 57693: c =  , s = )[}xx, state = 9
Iteration 57694: c = ], s = ({ttr, state = 9
Iteration 57695: c = s, s = ([axs, state = 9
Iteration 57696: c = [, s = (arx}, state = 9
Iteration 57697: c = [, s = )({sr, state = 9
Iteration 57698: c = [, s =   {rr, state = 9
Iteration 57699: c = ], s = aet}s, state = 9
Iteration 57700: c = e, s = }{ee), state = 9
Iteration 57701: c = r, s = []{s[, state = 9
Iteration 57702: c = e, s = sr[{), state = 9
Iteration 57703: c = r, s = {s[xr, state = 9
Iteration 57704: c = s, s = { ](s, state = 9
Iteration 57705: c = ], s = (aesa, state = 9
Iteration 57706: c = a, s = rat[a, state = 9
Iteration 57707: c = {, s = s ssx, state = 9
Iteration 57708: c = ], s = ee]ea, state = 9
Iteration 57709: c = a, s = ]}rxr, state = 9
Iteration 57710: c = ), s = [etsr, state = 9
Iteration 57711: c = x, s = {)sa], state = 9
Iteration 57712: c = {, s = }]x}}, state = 9
Iteration 57713: c = [, s = ( es{, state = 9
Iteration 57714: c = (, s =  tr(}, state = 9
Iteration 57715: c = x, s = r)xe), state = 9
Iteration 57716: c =  , s = {se[{, state = 9
Iteration 57717: c = x, s = ae{ea, state = 9
Iteration 57718: c = r, s = t)(r}, state = 9
Iteration 57719: c = }, s = tsxe(, state = 9
Iteration 57720: c = (, s = ae]r), state = 9
Iteration 57721: c = a, s = ts{t[, state = 9
Iteration 57722: c = ), s = }x}ra, state = 9
Iteration 57723: c = t, s = ) )e(, state = 9
Iteration 57724: c = {, s =  [{st, state = 9
Iteration 57725: c =  , s = t  r[, state = 9
Iteration 57726: c = t, s = {([a[, state = 9
Iteration 57727: c = [, s = [r))x, state = 9
Iteration 57728: c = s, s = }(({s, state = 9
Iteration 57729: c = {, s = }aaea, state = 9
Iteration 57730: c =  , s =  x)} , state = 9
Iteration 57731: c = r, s = xxexr, state = 9
Iteration 57732: c = [, s = ]ts{}, state = 9
Iteration 57733: c = x, s = ((}a}, state = 9
Iteration 57734: c = }, s = rtt{e, state = 9
Iteration 57735: c =  , s = }{e{], state = 9
Iteration 57736: c = [, s = s{xe], state = 9
Iteration 57737: c = a, s = tx t), state = 9
Iteration 57738: c = s, s = ae(ta, state = 9
Iteration 57739: c = ), s = }[))a, state = 9
Iteration 57740: c = }, s = se]e(, state = 9
Iteration 57741: c = x, s = s()x(, state = 9
Iteration 57742: c = a, s = r{r({, state = 9
Iteration 57743: c = a, s = (]  ], state = 9
Iteration 57744: c = r, s = e s}e, state = 9
Iteration 57745: c =  , s = te{r], state = 9
Iteration 57746: c = a, s = (]xr[, state = 9
Iteration 57747: c = ], s = [tse[, state = 9
Iteration 57748: c = {, s =  {e]), state = 9
Iteration 57749: c = x, s = xae s, state = 9
Iteration 57750: c = ], s = }t)rs, state = 9
Iteration 57751: c = {, s = {ttr], state = 9
Iteration 57752: c = [, s = xstxe, state = 9
Iteration 57753: c = t, s = ){ ae, state = 9
Iteration 57754: c = t, s = ta}r], state = 9
Iteration 57755: c = }, s = } x (, state = 9
Iteration 57756: c =  , s = )xx){, state = 9
Iteration 57757: c = {, s = )r[}(, state = 9
Iteration 57758: c = t, s = )e([(, state = 9
Iteration 57759: c = t, s = ({x)(, state = 9
Iteration 57760: c = {, s = [r}]t, state = 9
Iteration 57761: c = r, s = [){x(, state = 9
Iteration 57762: c = }, s = ]e{ex, state = 9
Iteration 57763: c = x, s = e({s(, state = 9
Iteration 57764: c = x, s = tx]xt, state = 9
Iteration 57765: c = s, s = )[){e, state = 9
Iteration 57766: c = ), s = (e(  , state = 9
Iteration 57767: c = a, s = ss({e, state = 9
Iteration 57768: c = ], s = r)rs], state = 9
Iteration 57769: c = [, s = x)x{(, state = 9
Iteration 57770: c = a, s = [s}][, state = 9
Iteration 57771: c =  , s = a ()], state = 9
Iteration 57772: c = a, s = s}a(e, state = 9
Iteration 57773: c =  , s = r}s)}, state = 9
Iteration 57774: c = ], s = )t{t , state = 9
Iteration 57775: c = }, s = aaat(, state = 9
Iteration 57776: c = }, s =  xt}t, state = 9
Iteration 57777: c = ), s = et( {, state = 9
Iteration 57778: c = s, s = ][x}), state = 9
Iteration 57779: c = [, s =  {t}(, state = 9
Iteration 57780: c =  , s = ()r)), state = 9
Iteration 57781: c = t, s = {t}(x, state = 9
Iteration 57782: c = ), s = ra}tr, state = 9
Iteration 57783: c = e, s = tae}[, state = 9
Iteration 57784: c = }, s = ) ]]s, state = 9
Iteration 57785: c = t, s = st]r], state = 9
Iteration 57786: c = {, s = e[  (, state = 9
Iteration 57787: c = ], s = ettx[, state = 9
Iteration 57788: c = e, s = a[{ }, state = 9
Iteration 57789: c = {, s = e[)xr, state = 9
Iteration 57790: c = }, s = }r){], state = 9
